tsec,pt,mxpix,mypix,mxmm,mymm,scalemmperpix
-0.011,15,488.758802252354,409.764720016792,6.30851092562283,13.0405058644889,0.179
-0.011,16,502.194478311966,381.523246698217,6.84554788094236,18.6439189476013,0.179
-0.011,17,508.533560897053,350.707615764931,7.32249423390615,24.2499708709101,0.179
-0.011,18,509.859893158623,319.218889839298,7.9951454394313,29.8300820657841,0.179
-0.011,19,517.567028108577,288.701362654726,8.59031094189229,35.4167988546608,0.179
-0.011,20,519.159985478296,257.262547899459,9.51209902360599,40.9434290164143,0.179
-0.01,1,504.193994679207,847.991716498448,5.94230552130935,-65.2825923183813,0.179
-0.01,2,507.223034471178,816.374258468081,5.22477493842505,-59.7448663834053,0.179
-0.01,3,497.553901896439,786.126111911122,4.53306228412123,-54.194747566001,0.179
-0.01,4,501.925891226435,754.607130939507,3.89413027302845,-48.628699048967,0.179
-0.01,5,498.614939639461,722.980649907693,3.38577278601915,-43.0427044336121,0.179
-0.01,6,489.984951743351,692.621008727024,3.1851660335868,-37.4326911331167,0.179
-0.01,7,502.316850687933,663.247282190718,3.39666762228432,-31.8125969441166,0.179
-0.01,8,499.162711087572,631.523710559861,4.03062432440982,-26.2126824925991,0.179
-0.01,9,497.899968787564,599.793195261642,4.8242046167339,-20.6324304942903,0.179
-0.01,10,497.818545663973,568.012060078493,5.23386508802589,-15.0375897743096,0.179
-0.01,11,497.060765332813,536.245511437322,5.09030719447879,-9.41126868537661,0.179
-0.01,12,496.209325440095,504.478390233222,4.91890187674338,-3.77246425914438,0.179
-0.01,13,494.152715370549,472.779860618644,5.10818682687111,1.85767396283735,0.179
-0.01,14,493.107435858096,440.987224865658,5.63412482689305,7.46335577021644,0.179
-0.01,15,487.694733815743,409.891062470111,6.30995838858576,13.0514950230559,0.179
-0.01,16,504.469249297272,382.732255441937,6.84645311134728,18.65173613533,0.179
-0.01,17,508.860263201901,351.211691451603,7.32323531856627,24.2545946484961,0.179
-0.01,18,509.091226791701,319.45906018278,7.99521499319775,29.831595478072,0.179
-0.01,19,515.256576570595,288.279105019518,8.59052963324988,35.4150423603838,0.179
-0.01,20,519.237168982375,256.752522458476,9.50720520080563,40.9394614625217,0.179
-0.009,1,504.788542944825,847.996275951592,6.05300390960621,-65.2202424672919,0.179
-0.009,2,497.022772485181,817.061780885346,5.28961183968336,-59.6907874903034,0.179
-0.009,3,499.557059933221,785.259852106784,4.57329478729171,-54.147487660843,0.179
-0.009,4,502.23076739244,753.481097031045,3.95212853686571,-48.5854129122737,0.179
-0.009,5,498.416284874294,721.818891558928,3.48791640123549,-43.0004408747405,0.179
-0.009,6,503.227284935097,690.264637914261,3.27126788530616,-37.3909050424411,0.179
-0.009,7,505.185655010916,658.453450320249,3.40802241455447,-31.7726425455875,0.179
-0.009,8,499.269283927781,627.105698734481,4.00109280361943,-26.1766711659249,0.179
-0.009,9,498.707966101037,595.198658348174,4.80923565799898,-20.6017186129558,0.179
-0.009,10,497.936315823103,563.315776267402,5.23832515091119,-15.0117445503208,0.179
-0.009,11,496.187861004784,531.467075021379,5.09400350951612,-9.38915924436801,0.179
-0.009,12,495.454768207941,499.571605584592,4.91784284649367,-3.75385933828864,0.179
-0.009,13,494.660336464231,467.709468623913,5.10804935468173,1.87243074800707,0.179
-0.009,14,492.184242852096,435.771866904125,5.63565692499057,7.47418470071866,0.179
-0.009,15,488.953983436822,404.876609921669,6.31119699339626,13.058516503903,0.179
-0.009,16,506.099069025211,377.61731126357,6.84736819705049,18.6549370799823,0.179
-0.009,17,507.34853243276,345.298572794222,7.32386870699659,24.2540133281948,0.179
-0.009,18,511.993176189237,314.390999599518,7.99436644548887,29.8274222632522,0.179
-0.009,19,528.765632501167,288.217186352743,8.59069908106276,35.4068326740379,0.179
-0.009,20,519.288199627194,256.614605953495,9.49529911350013,40.9297952552004,0.179
-0.008,1,505.422525260077,848.018298811095,6.16386936484031,-65.1675675686967,0.179
-0.008,2,511.866113478501,817.081294867437,5.36527498129476,-59.644323302536,0.179
-0.008,3,510.052888589298,785.786636549005,4.6332710353761,-54.1060329897391,0.179
-0.008,4,503.445626339607,754.468541399344,4.03532194337539,-48.5466173990025,0.179
-0.008,5,498.001446477602,723.33518316937,3.61643341905367,-42.9620138108513,0.179
-0.008,6,497.510499735481,691.746082543602,3.37993057928793,-37.3530018926156,0.179
-0.008,7,501.537602788062,660.379805040287,3.4357967098069,-31.7367295508696,0.179
-0.008,8,498.669635562109,628.943855224922,3.9812367435599,-26.1439783096613,0.179
-0.008,9,498.530787980544,597.351443518911,4.7975053810952,-20.5727393408147,0.179
-0.008,10,497.413109502318,565.778230885299,5.24220272541427,-14.9862155342325,0.179
-0.008,11,496.69455116712,534.190065813679,5.09694528971649,-9.36663951668243,0.179
-0.008,12,496.075438539775,502.603993470566,4.91699214670603,-3.73431385344137,0.179
-0.008,13,494.134040765609,471.044010442963,5.10828774512646,1.88882087640568,0.179
-0.008,14,493.740987849618,439.531146952431,5.63745688018981,7.48737837921162,0.179
-0.008,15,489.419654713845,407.839314318704,6.31259698247617,13.0686151022564,0.179
-0.008,16,504.209090581783,380.386610868238,6.84816307341446,18.6619547332295,0.179
-0.008,17,512.095008216215,349.890917372793,7.32453149123278,24.2579325228994,0.179
-0.008,18,513.690286754402,318.265551629825,7.9943633428575,29.8283267083777,0.179
-0.008,19,509.874318999958,286.773429545038,8.59088659069887,35.4045556049135,0.179
-0.008,20,519.519367058554,256.885451802565,9.49002691368519,40.9254546778228,0.179
-0.007,1,506.00886187751,848.058482726496,6.23722337978254,-65.1354655231167,0.179
-0.007,2,499.147550739786,817.304465479839,5.42040836438044,-59.614937452493,0.179
-0.007,3,497.051935200061,785.864953191599,4.68123527790868,-54.0785661251952,0.179
-0.007,4,503.424001410261,754.98883459352,4.09816268642872,-48.5195070551277,0.179
-0.007,5,498.555202921292,723.866995090369,3.70884285172496,-42.93397871794,0.179
-0.007,6,501.992690640456,692.559048123447,3.47294186834917,-37.3250512505203,0.179
-0.007,7,502.286996911713,661.049821767303,3.49575333565225,-31.7099270877279,0.179
-0.007,8,499.91355205592,629.627533369412,4.00892225891232,-26.11721399469,0.179
-0.007,9,498.154188755167,598.166056147826,4.80663826480921,-20.5445816929964,0.179
-0.007,10,497.603582283369,566.660298083837,5.24155518658921,-14.9572334853195,0.179
-0.007,11,496.934291421098,535.156263873489,5.09459483212313,-9.33852808625886,0.179
-0.007,12,495.32923126202,503.686931536899,4.91742291620343,-3.70763563318596,0.179
-0.007,13,494.513008268509,472.185508335034,5.11054072327469,1.91437433285646,0.179
-0.007,14,493.731567997254,440.690190049185,5.64035299045367,7.5118766369575,0.179
-0.007,15,490.318640463777,409.305778966221,6.31478175827315,13.0921271480356,0.179
-0.007,16,499.142333072402,379.146717163358,6.84876887992271,18.6845978285809,0.179
-0.007,17,508.586142319951,349.045913257981,7.3254939553026,24.2794759359475,0.179
-0.007,18,509.470759886117,317.538982837427,7.99749122845174,29.8484852384405,0.179
-0.007,19,521.898379182315,288.585855633349,8.59121153964392,35.4241448759131,0.179
-0.007,20,519.90123134021,257.152374977521,9.50861936574346,40.9403949567475,0.179
-0.006,1,506.470125871825,848.100439910988,6.24991097213365,-65.1296662666766,0.179
-0.006,2,508.373167752304,816.272130148016,5.43415552019796,-59.6077321497988,0.179
-0.006,3,498.015418807792,786.132591842833,4.69469862404404,-54.0696042955801,0.179
-0.006,4,502.062687833286,754.426615277165,4.10869602823399,-48.5080930365628,0.179
-0.006,5,499.467543359889,722.606660769883,3.72239170688252,-42.9198664681912,0.179
-0.006,6,497.262342880713,690.826837817065,3.52335758348695,-37.3097990870902,0.179
-0.006,7,502.433164524082,659.352325436578,3.59573573308565,-31.6937815641499,0.179
-0.006,8,500.236014241361,627.480053321874,4.10639812236153,-26.0963426991337,0.179
-0.006,9,499.119667562707,595.603353479152,4.84680540932497,-20.5155051434397,0.179
-0.006,10,497.882673117079,563.718391787766,5.23380172995161,-14.9217111389877,0.179
-0.006,11,496.270284358169,531.858105732614,5.08426213099044,-9.30090009058798,0.179
-0.006,12,495.772408207872,499.948001093748,4.91977016500685,-3.66917724328455,0.179
-0.006,13,495.105036934508,468.077670259819,5.11570459220653,1.95457370775939,0.179
-0.006,14,492.621139359323,436.114713065984,5.64490507834029,7.55399559533782,0.179
-0.006,15,489.705295069775,405.255716217518,6.31842036271411,13.1362079620607,0.179
-0.006,16,506.318440378237,377.455247657992,6.84961367735662,18.7309183515252,0.179
-0.006,17,508.866726459205,345.336720970202,7.32744325774967,24.3274979544828,0.179
-0.006,18,511.380863526179,314.376306892143,8.00532153971533,29.8974295243605,0.179
-0.006,19,529.314873110909,288.646307859869,8.59200333854889,35.476242315694,0.179
-0.006,20,520.325255536694,257.01965767763,9.56109830525505,40.9838165289694,0.179
-0.005,1,506.762211896324,848.105846441068,6.23687762002911,-65.1352250534222,0.179
-0.005,2,489.865078544588,820.999047949956,5.42654541392046,-59.6101341554481,0.179
-0.005,3,480.713488852818,790.275901617207,4.68658101118349,-54.0684976602733,0.179
-0.005,4,479.794435566269,757.444708102939,4.08832581109231,-48.5027768919434,0.179
-0.005,5,485.785595421061,725.291142286731,3.69411992658698,-42.9103071553566,0.179
-0.005,6,496.184228563084,695.089799189663,3.54891862648802,-37.2982337653408,0.179
-0.005,7,502.883957434933,663.863926577779,3.70910925280582,-31.6807373512493,0.179
-0.005,8,499.105656801887,632.143149271106,4.23213283346118,-26.0769010361126,0.179
-0.005,9,498.565698320557,600.205895508152,4.89953472178072,-20.4850605048665,0.179
-0.005,10,498.991656238246,568.264218371312,5.22292911765026,-14.8822190555573,0.179
-0.005,11,497.289904605706,536.367502964325,5.07054507096134,-9.25749135588896,0.179
-0.005,12,496.695189752455,504.433990714957,4.92251709743649,-3.62328181927992,0.179
-0.005,13,494.918060880802,472.525727903792,5.12152910562724,2.00405433941798,0.179
-0.005,14,493.2443745782,440.703143156681,5.65043617613251,7.60716032364689,0.179
-0.005,15,490.461210556194,408.616733358656,6.32426657550903,13.1930461253327,0.179
-0.005,16,506.113972150264,381.038312728624,6.8529419007205,18.7918387635005,0.179
-0.005,17,513.006277721493,349.909575248939,7.33226240736973,24.3918998254339,0.179
-0.005,18,510.548548801052,318.055883549187,8.01648169315064,29.964454927354,0.179
-0.005,19,508.823081609889,286.016416198307,8.59410533460642,35.5486830187134,0.179
-0.005,20,520.783849351777,256.55071301069,9.62843838960526,41.045941684475,0.179
-0.004,1,506.889786534833,848.022957803187,6.24760361914968,-65.1320274765584,0.179
-0.004,2,506.67282622946,816.059680224076,5.42763494853091,-59.6053200470948,0.179
-0.004,3,498.701296578593,785.114308280505,4.67866789413192,-54.0612763896528,0.179
-0.004,4,503.499882806188,753.4690281047,4.07277085296412,-48.4915985924588,0.179
-0.004,5,487.85583672318,725.601839773113,3.68280117330548,-42.8943300191954,0.179
-0.004,6,492.653142624461,694.133078372852,3.58119025631282,-37.2795816946146,0.179
-0.004,7,504.258954621895,664.242970145999,3.80125511302796,-31.660617426035,0.179
-0.004,8,500.045461123396,632.615863542516,4.32834557415547,-26.0516900071777,0.179
-0.004,9,498.860008509063,600.665214047797,4.93981609261727,-20.4510076039137,0.179
-0.004,10,497.764902781205,568.72221211134,5.21517995459266,-14.8406165719198,0.179
-0.004,11,497.260152038152,536.761352955623,5.05972397288475,-9.2120799780113,0.179
-0.004,12,495.69869752062,504.836455662965,4.92337356494018,-3.57503360093948,0.179
-0.004,13,495.085963348601,472.876790277275,5.12504784761677,2.05591787006654,0.179
-0.004,14,494.094990523624,440.935892805604,5.65618008087304,7.66244385693438,0.179
-0.004,15,487.959850985332,409.461606453253,6.33330071995789,13.251642355072,0.179
-0.004,16,501.201052230339,380.490392083653,6.86142357094856,18.8542470878989,0.179
-0.004,17,507.671696917495,349.193854677099,7.3418862033813,24.4578155962849,0.179
-0.004,18,510.116702762462,317.293846708687,8.02903622754409,30.0334577602459,0.179
-0.004,19,522.856370759189,287.973750594027,8.59816288923175,35.6228920184812,0.179
-0.004,20,521.204954889058,256.076955269596,9.68442373646677,41.1122421380321,0.179
-0.003,1,506.918045312738,847.800436886382,6.31758394503836,-65.1042657162881,0.179
-0.003,2,502.618631747832,816.153017493643,5.46210287183782,-59.5798343198879,0.179
-0.003,3,499.91030102956,784.329139714511,4.69153045514969,-54.0367540824948,0.179
-0.003,4,503.093421117123,752.551148608716,4.09173741990402,-48.4654880076885,0.179
-0.003,5,504.007194420882,720.625186097436,3.73029760228314,-42.8644434302805,0.179
-0.003,6,498.854556448518,689.123657657614,3.64082106279623,-37.2464091406109,0.179
-0.003,7,505.566289256509,657.904754325951,3.84669072816794,-31.6252492168295,0.179
-0.003,8,500.659961415964,626.315388760563,4.35462944718098,-26.013685887414,0.179
-0.003,9,500.044896383252,594.383808159156,4.95083902885195,-20.4095761552126,0.179
-0.003,10,497.380336197781,562.560223764527,5.21506119526703,-14.796155426547,0.179
-0.003,11,497.962130818275,530.62930056069,5.0560165844474,-9.1655963458123,0.179
-0.003,12,495.254382938562,498.795845028215,4.92112934431982,-3.5267265643006,0.179
-0.003,13,494.986953497545,466.869347804409,5.1250323819222,2.10616774225764,0.179
-0.003,14,492.795907105477,434.913916484591,5.66182135297269,7.71410449326463,0.179
